Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1794,4,1,,,,,,,Comm. general safety removed power,"A new bureau of police falling under the jurisdiction of the committee of public safety is established, removing the power of the second most powerful group in the country, the committee of general safety and moving that to Robespierre.",,,,,,,Reign of Terror,
1794,6,10,,,,,,,Law 22 Prarial,"The law of 22 Prarial means no more right to witnisses in court, no more right to counsel. Punishes the spreading of 'disagreement', trails now only end in acquital or death and are sped up. The begining of the 'great terror' the worst part of the terror in paris.",,,,,,,Reign of Terror,
1794,1,21,,1794,5,,,,Infernal Columns,"12 army columns are grouped and together march destructively through the Vendee, destroying everything they meet, killing all men, women and children in their path. This kill approximately 16-40'000 people.",,,,,,,Reign of Terror,
1794,6,29,,,,,,,Thermidorian Reaction,"Robespierre is removed from power and killed. He insinuated that he was going to make lists and start prescribing who of the convention was to be killed, to get rid of conspirators that wanted to kill him. After hearing this, conspirators quickly conspired and rushed to oust Robespierre in the convention. He is ran out of the convention, shut up into the Hotel de Ville, no one joins them and they try and fail to commit suicide.",,,,,,,Thermidorian Convention,
1794,3,24,,1794,11,16,,,Kościuszko Polish uprising,"Attempting to fight against a final partitioning of poland, a general Kościuszko who fought in the american revolution leads the commonwealth in a last military fight against Russia and Prussia.",,,,,,,Thermidorian Convention,
1794,4,19,,,,,,,Treaty of the Hague,Britain will fund a 62'000 army of Prussian soldiers.,,,,,,,Thermidorian Convention,
1794,6,25,,,,,,,Second commission recalled,"The French legislature recalls Polverel and Sonthonax. However in the French revolution much changes inbetween, and once Sonthonax comes home and is tried, he is acquited and his actions are recognised as good for all of france. The North provinces are de facto held by Toussaint Louverture, the south by Andre Rigaud. The British and Spanish hold many ports on the island.",,,,,,,,
1795,10,24,,,,,,,Third partition of Poland,Prussia can turn it's eyes on France again.,,,,,,,,
1795,5,20,,,,,,,Revolt 1 Prarial,"A populist revolt against the leaders of the Termidorian Convention, a large standoff occurs with some 20'000 protestors facing of against 40'000 defenders of the convention but no battle takes place.",,,,,,,Thermidorian Convention,
1795,4,5,,,,,,,France peace Prussia/Spain,France makes peace with Prussia and a little later peace with Spain.,,,,,,,Thermidorian Convention,
1795,7,21,,,,,,,Failed Quiberon Bay expedition,"British attempt to lead emigres into the french coasts, but they fail miserably, the emigres are poorly coordinated get surrounded, surrender and 748 are executed by firing squad.",,,,,,,Thermidorian Convention,
1795,8,22,,,,,,,Consitution of year 3,"The constitution of year III is adopted by the convention. It restricts who can be elected and who can vote on those people. Duties now come along with rights, a 2 tiered house of government is introduced. No more government for the happiness of the people (scrapped from the bill of rights). The law of two thirds is added, meaning two-thirds of the voted in to the new assembly must come from the former convention. This is a big divergence from the idealogical origins of the French revolution.",,,,,,,The Directory,
1795,10,5,,,,,,,Napoleon gives protestors artillery,"An armed royalist uprising takes place in paris against the convention. However, they try to make it past a chock point defended by artillery led by Napoleon Bonaparte and fail miserably after being shot at with 'a whiff of grapeshot'.",,,,,,,The Directory,
1795,9,9,,,,,,,Gracchus Babeuf failed insurrection,"An insurrection, planned for several months by the proto-communist Babeuf fails after being infiltrated by agents of the police. Everything falls apart and all the leaders are sentenced to death.",,,,,,,The Directory,
1795,10,26,,,,,,,Third Commission sent,The third commission is sent including Sonthonax. They try to seize control from the colourds like Tousan and Santanax. They however bungle this attempt. Sonthonax and Toussaint work together untill Toussaint gets Sonthonax elected into the council of 500 and some time after shipped off to France.,,,,,,,,
1796,4,10,,1797,7,28,,,Napoleon's Italian Campaign,,,,,,,,The Directory,
1796,4,12,,,,,,,Battle of Montenotte,Napoleon victory over austrians.,,,,,,,The Directory,
1796,4,13,,,,,,,Battle of Millesimo,Napoleon victory over the Sardinians.,,,,,,,The Directory,
1796,6,4,,1797,1,2,,,Siege of Mantua,"After many attempts to relieve the defenders at Mantua, Napoleon finally conquers the last city held by Austrians in Italy.",,,,,,,The Directory,
1796,10,16,,,,,,,Napoleon encourages Cispadane Republic,One of the first 'sister republics' or client states created by Napoleon.,,,,,,,The Directory,
1796,11,16,,,,,,,Battle of Arcole,"Napoleon Bonaparte leads a bold maneuver against two austrian armies, first strikes at one of two armies coming into him at breakneck speed, fighting fiercly on equal numbers and then turning and smashing the other army which now had no retreat path. This narrowly avoids a strengthening of Mantua.",,,,,,,The Directory,
1796,3,20,,,,,,,Toussaint orders governer freed,Toussaint shows who really leads the northern provinces when he orders the governer Laveaux freed. Laveaux had tried to free blacks from prison which threathened Toussaints mulattoes.,,,,,,,,
1797,1,15,,,,,,,Battle of Rivoli,"Final attempt to relieve Mantua fails after Napoleon reinforces an attacked army, winning at equal numbers.",,,,,,,The Directory,
1797,4,18,,,,,,,Pretreaty of Leoben,"Napoleon negotiates the outlines of a peacedeal with Austria, far outside of his given command. However the final peace deal greatly resembles it and so Napoleon gets much of the credit. Austria surrenders Austrian Netherlands (Belgium) and Venice is divided between France and Austria secretly.",,,,,,,The Directory,
1797,4,18,,,,,,,Partial french elections defeat,"1/3rd of the timodorean convention is up for re-election, and only 11 of the 216 deputies are actually re-elected. Most are replaced by royalists.",,,,,,,The Directory,
1797,9,4,,,,,,,Coup 18 Fructidor,"The 'coup from above', the timodoreans in power overturn the results of the election, arrest Pichegru and Barthelemy and forces royalists out of elected bodies.",,,,,,,The Directory,
1797,10,17,,,,,,,Treaty of Campo Formio,Peace between France and Austria along the lines of the pretreaty of Leoben. Only British at war with France.,,,,,,,The Directory,
1797,9,,,,,,,,Toussaint forces Sonthonax away,Sonthonax is forced to go back to france by Toussaint to force on the council of 500.,,,,,,,,
1798,5,11,,,,,,,Law of 22 Floreal,"Results of the election of april 18th overturned, leftist candidates are excluded. The timodorean government at this point does not really hold elections, and maintains power by breaking whichever other party si gaining power.",,,,,,,The Directory,
1798,7,1,,1799,,,,,Napoleons Egyptian Campaign,,,,,,,,The Directory,
1798,8,1,,,,,,,French fleet destroyed,Napoleon left stranded with his army in Egypt against allying Turkish and Russian forces.,,,,,,,The Directory,
1798,11,17,,,,,,,Cathrine the great dies,Replaced by Peter who is far more anti-French.,,,,,,,,
1798,,,,1802,,,,,War of the Second Coalition,"French against British, Austrians, Russians, Ottomans, Portugal and Naples.",,,,,,,,
1798,4,,,,,,,,Hedouville appointed governer Haiti,"Hedouville is appointed as the ruler of saint Domingue. This is an attempt by France to check the power of Toussaint, tries to play Rigaud against Toussaint. This does not work as Toussaint and Rigaud make a deal.",,,,,,,,
1798,9,,,,,,,,Toussaint makes peace British,"Toussaint accepts the surender of the British, over the head of the new governer Hedouville. The British have at this point lost four million pounds and 100,000 men dead or crippled from yellow fever and the war.",,,,,,,,
1798,7,,,,,,,,Toussaint's clause America,"American legislature passes a bill that enables the embargo of all of France except Saint Domingue, which Toussaint had negotiated to be excluded.",,,,,,,,
1799,8,23,,,,,,,Napoleon retreats to France,"Leaving his troops behind in Egypt, Napoleon flees back to Paris after getting his first news from it in 6 months.",,,,,,,The Directory,
1799,11,9,,,,,,,Coup of 18 Brumaire,"The Abe Sieyes, Talirand and Bonaparte seize power in France. Sieyes is left out of the final government and Bonaparte is elected first consul.",,,,,,,,
1799,7,,,1800,6,,,,War of knives,Toussaint beats Rigaud in the war of knives in Haiti.,,,,,,,,
1801,1,27,,,,,,,Toussaint captures Santo Domingo,Toussaint captures the spanish eastern part of the island.,,,,,,,,
1801,8,8,,,,,,,Constitution Saint Domingue,The new constitution by Toussaint declares himself governer general for life. France takes this as a great affront and Napoleon decides a force is to be sent over some time after.,,,,,,,,
1801,January,22,,,,,,,Acts of Union 1800,"The parliament of great britain joins the parliament of ireland, uniting the teritory of ireland previously held in personal union. You could see this as the establishment of the current English government.",,,,,,,,
1802,3,,,,,,,,Napoleon Consul for life,,,,,,,,Napoleonic era,
1802,1,29,,,,,,,Leclerc expedition lands,"After having British approval and waiting out for bad winds, a large force of French set out to restore Saint Domingue to the French sphere. Meanwhile Toussaint is preparing for a French invasion.",,,,,,,,
1802,2,4,,,,,,,Le Cap burned down,"Henri Christophe, a general under Toussaint, burns down le cap rather than hand it over to the French forces. This excludes the diplomatic option for the French. The French invade the island, Toussaint pulls his forces back into the mountains. Many cities burn down.",,,,,,,,
1802,4,4,,1802,5,24,,,Battle of Crete-A-Pierrot,"The Battle of Crête-à-Pierrot happens, with a phyric victory for the French as they take over a fort. Christoff eventually surrenders but the fight is a large morale boost to the native forces. Soon after this the French forces start to experience the 'avenging climate' where 50-60% of their troops die of yellow fever. This makes this the deadliest Napoleonic campaign for the generals.",,,,,,,,
1802,6,6,,,,,,,Toussaint surrenders,"Toussaint surrenders and is arrested by Leclerc, he is shipped back to france where he dies in a prison.",,,,,,,,
1802,11,1,,,,,,,Leclerc dies yellow fever,The commander of the french forces is one of the last of the year to die of yellow fever. By this point most of his men have died of it and he is raving of how the island can only be held by total genocide of the black forces and how the expedition is a huge failure. Large scale uprisings due to threathened re-enslavement.,,,,,,,,
1802,4,27,,,,,,,Napoleon reestablishes slavery,"Napoleon makes a proclemation that reestablishes slavery, this spreads to Saint Domingue in august where news also comes of harsh reenslavement in Guadeloupe.",,,,,,,,
1802,9,26,,,,,,,Large scale insurrection,The blacks rise up in the mountains and kill plantation managers. The French start to execute a large number of plantation leaders in for example mass drownings. Leclerc kills all black soldiers after an attack on le cap.,,,,,,,,
1802,10,14,,,,,,,Military leaders defect,"After having come over to the French in peace talks, many of the black and coloured leaders of Saint Domingue defect back over, such as Dessalines and Christophe. A united revolutionary army forms around them.",,,,,,,,
1803,,,,1815,,,,,Napoleonic Wars,,,,,,,,Napoleonic era,
1803,4,30,,,,,,,Louisiana purchase,"France cedes its north american territory to the United States. This also marks Napoleons withdrawel from Saint Domingue, as the campaign has conclusively failed.",,,,,,,,
1803,11,17,,,,,,,French surrender to Dessalines,The french commander Rochambeau surrenders to Dessalines after losing the battle of vertieres. They promise to evacuate soon.,,,,,,,,
1804,,,,,,,,,Grand Armee assembled,"Originally trained and drilled by Napoleon for an invasion of England, this turned to one of the most well trained armies in the history of the world.",,,,,,,Napoleonic era,
1804,1,1,,,,,,,Haitian declaration of independence,"Dessalines proclaims Haiti's independence from France, the name Saint-Domingue is abolished forever.",,,,,,,,
1804,2,,,,,,,,Genocide of the French,"Dessalines forces the rest of his officers, and together makes a genocide on the remaining white French. 4,000 French are killed.",,,,,,,,
1805,,,,,,,,,War of the Third Coalition,"French against British, Prussia, Russians, Ottomans",,,,,,,Napoleonic era,
1805,12,2,,,,,,,Battle of Austerlitz,"66'800 decisively defeat 85'400 Austrians/Russians and end the Holy Roman Empire. Some 17'000 die, 16'000 Austrian/Russians. Napoleon baits the coalition into attacking him. After penetrating a weak coalition center napoleon manages to flank the largest concentration of forces on the french right flank, breaking and routing the enemy.",https://upload.wikimedia.org/wikipedia/commons/5/56/Austerlitz-baron-Pascal.jpg,,,,,,Napoleonic era,
1805,11,15,,,,,,,Napoleon Enters Vienna,"Napoleon, after defeating HRE forces at Ulm, forces the russian forces under Kutuzov to retreat past Vienna, Napoleon enters and takes the Austrian capital.",,,,,,,Napoleonic era,
1805,10,19,,,,,,,Battle of Ulm,"Napoleon encircles an entire Austrian army, forcing their surrender. Of the 40,000 austrians under Karl Freiherr Mack, 27,000 are captured, 4,000 dead and 66 cannons captured.",,,,,,,Napoleonic era,
1806,,,,1807,,,,,War of the Fourth Coalition,,,,,,,,Napoleonic era,
1808,,,,,,,,,Abdications of Bayonne,"Charles IV and his son Ferdinand VII are both forced to abdicate the throne of Spain by Napoleon, leading to a vacuum of power in the Spanish empire. Everyone still fights to return the rightfull king to power, but they all do it under their own banner.",,,,,,,,
1809,,,,,,,,,War of the Fifth Coalition,,,,,,,,Napoleonic era,
1810,1,29,,,,,,,Central Junta falls,"The central administrative council in Spain after the abdications of Bayonne falls apart, leading to every colonial area starting their own ruling council independant from the peninsula.",,,,,,,,
1810,4,19,,,,,,,Caracas starts Junta,"Many Juntas spring up in Venezuela, some recognise the Caracas one as supreme.",,,,,,,,
1810,9,16,,,,,,,Cry of Dolores,The start of the Mixan war of independence.,,,,,,,,
1810,7,,,,,,,,Boulivard ambassador to London,"Boulivard is made ambassador of Venezuela to London, because he paid for the entire expedition himself. Goes to meet Francisco de Miranda 'the precursor'.",,,,,,,,
1811,7,5,,,,,,,Venezuelan Independance declared,"Francisco de Miranda has returned to Venezuela and started his own political club, they take over the Patriotic farmer Society and use their infrastructure. Joined by Boulivard they are highly organized and manage to seize political power.",,,,,,,,
1812,7,25,,,,,,,Battle of San Mateo,"The spanish captain Monteverde seizes upon the earthquake to take 
Venezuela and Caracas. They quickly beat forces under Miranda, a little 
role played by Bolivar. Bolivar arrests Miranda and hands him over to 
the spanish for his alledged betrayel of the republic. Bolivard manages 
to flee to Curacao.",,,,,,,,
1812,,,,,,,,,Napoleon invades Russia,,,,,,,,Napoleonic era,
1812,3,26,,,,,,,Caracas Earthquake,"A 7.7 Richter earthquake hits Caracas, being taken as an ill omen by the crown supporting clergy, they blame Francisco de Miranda for the earthquake, this puts a death blow to the rebellion against the crown.",,,,,,,,
1812,7,25,,,,,,,Monteverde conquers Venezuela,"THe spanish captain Monteverde seizes upon the earthquake to take Venezuela and Caracas. They quickly beat forces under Miranda, a little role played by Bolivar. Bolivar hands over Miranda to the Royalists after thinking Miranda collaborated with them, goes into exile to Curacou.",,,,,,,,
1813,,,,,,,,,War of the Sixth Coalition,France versus Russia and Prussia,,,,,,,Napoleonic era,
1813,8,27,,,,,,,Battle of Dresden,"Lasting 2 days, this set 135'000 French against 214'000 Russians/Prussians/Austrians. The French win losing 10'000 dead to 38'000.",,,,,,,Napoleonic era,
1813,10,16,,1813,10,19,,,Battle of Leipzig,225'000 French take up battle against 380'000 coalition forces. A total dead of 38'000 to 54'000 this is the first major defeat for Napoleon. This was the largest battle in Europe prior to World War 1.,,,,,,,Napoleonic era,
1813,6,24,,,,,,,Admirable Campaign,"Simon Bolivar holds a series of lightning quick raids and marching to uproot and free Venezuela from Spanish control. With Marino's simultanious campaign coming at Venezuela from the east, the two defeat the royalist Monteverde. This campaign makes Bolivar famous.",,,,,,,,
1813,6,15,,,,,,,Decree War to the Death,"Bolivar proclaims his Decree of War to the Death, promising ot kill any Spaniard not actively supporting independence.",,,,,,,,
1813,8,6,,,,,,,Second Republic of Venezuela founded,,,,,,,,,
1814,2,10,,1814,2,15,,,Six Days' Campaign,A series of tactical victories by Napoleon over an invading Sixth coalition as they closed in on Paris. Eventually Napoleon was forced to stop and was exiled to Elbe,,,,,,,Napoleonic era,
1814,11,,,1815,7,,,,Congress of Vienna,"France held together as a nation. Much of the modern state lines drawn, redraw the balance of power. Prussians win hugely.",,,,,,,Napoleonic era,
1814,2,,,,,,,,Legions of Hell,"The cowboys from the plains or LLaneros, led by Jose Tomas Boves go around plundering in the eastern part of Venezuela, they grow in number and defeat Bolivar.",,,,,,,,
1814,6,15,,,,,,,Battle of La Puerta,Jose Tomas Boves beats Bolivarian forces of the Second Republic with his llanero soldiers. Takes Caracas and Valencia in the following month.,,,,,,,,
1814,7,,,,,,,,Bolivar second exile,"Bolivard is proscribed by Jose Felix Ribas and Manuel Piar, his authority is lost and he must flee to Jamaica. After an assassination attempt he flees to Haiti. Meanwhile writes the Letter from Jamaica which surveys south america.",,,,,,,,
1815,,,,,,,,,War of the Seventh Coalition,,,,,,,,Napoleonic era,
1815,3,20,,1815,7,8,,,The Hundred Days,Also the war of the Seventh Coalition. This marks the end of Napoleon with the battle of Waterloo. 120'000 French up against 215'000 coalition forces.,,,,,,,Napoleonic era,
1816,,,,,,,,,Year without Summer,A large vulcanic eruption in the Dutch East Indies causes cropz freezing over in europe during summer. A average global temperature decrease of 0.4-0.7C,,,,,,,,
1816,6,2,,,,,,,Bolivar campaigns Venezuela,"Bolivard makes a quick campaign in Venezuela but is quickly driven back, he does free spanish america's slaves but few obey in practice. Driven back into exile in Haiti.",,,,,,,,
1817,7,,,,,,,,Bolivar captures Angostura,"Capturing an inland city, Bolivar now builds up forces from the inland and befriends the llanero cowboys, earns the nickname of Ironass.",,,,,,,,
1819,7,25,,,,,,,Bolivar crosses Andes,After crossing the Andes with his army Bolivard beats the royalists at Vargas Swamp Battle.,,,,,,,,
1819,8,7,,,,,,,Battle of Boyacá,"Bolivar and Santander defeat royalist panish forces, obliterating victory for Bolivarian forces.",,,,,,,,
1820,11,,,,,,,,Bolivar armistice Spain,"The republic of Venezuela signs a six month armistice with the Spanish forces, believing they had time on their side.",,,,,,,,
1821,6,24,,,,,,,Battle of Carabobo,"Patriot forces under Bolivar defeat the Spanish royalists under Miguel de la Torre. Spanish are driven from Gran Colombia and Venezuela has its independance. Modernday Columbia, Ecuador, Panama and Venezuela were created, though most of the people in these lands don't want to be together but be independant, it is held together by the charisma and personal power of Bolivar.",,,,,,,,
1822,7,26,,,,,,,Guayaquil conference,"Bolivar and San Martin, liberator of southern South America, hold conference to plan the indepence of Spanish South America.",,,,,,,,
1822,5,24,,,,,,,Battle of Pichincha,"Antonia Jose de Sucre, adopted son of Bolivar, defeats Spanish loyalists near Quito.",,,,,,,,
1824,11,9,,,,,,,Battle of Ayacucho,"In the Peruvian war of Independence, Sucre defeats the Spanish royalist forces at Ayacucho. This ends the Spanish rule in South America.",,,,,,,,
1824,2,10,,,,,,,Bolivar dictator Peru,"Being president of Gran Columbia, he is now also named dictator of Peru.",,,,,,,,
1825,,,,,,,,,London biggest city in world,Biggest city is in the west again since Rome (excluding constantinople),,,,,,,,
1825,,,,,,,,,France recognises Haiti,"For a large payout the French recognise Haiti diplomatically. This is not taken well internally because it is essentially phrased as Haitians purchasing their freedom as slaves, though they have already paid for it in blood. The debt and the payments on the debt force Haiti into crippled economic conditions for the next hundred years, at some points up to 50/80% of the state budget go towards paying off the interest on the debt.",,,,,,,,
1825,8,6,,,,,,,Upper Peru renamed Bolivia,,,,,,,,,
1826,,,,,,,,,Páez civil war Gran Columbia,Páez is pushed to be the leader of a civil war in Gran Columbia. After some time Bolivar reconciles with Páez and the uprising is put down.,,,,,,,,
1827,,,,,,,,,Beethoven dies,,,,,,,,,
1828,8,27,,,,,,,Organic Decree of Dictatorship,"After a failed consitiutional conference, Bolivar proclaims himself dictator to implement his own kind of centralist government.",,,,,,,,
1828,9,25,,,,,,,Assassination Bolivar fails,"150 men attempt to assassinate Bolivar but fail, most of them are captured, 13 put to death and some exiled.",,,,,,,,
1830,4,27,,,,,,,Bolivar resigns presidency,"After sickness and broken spirit from his inability to create a central union, Bolivar resigns his presidency and intends to sail for Europe, sickness starts to deteriorate his health.",,,,,,,,
1830,12,17,,,,,,,Bolivar dies,"Bolivar dies of tuberculosis in Santa Marta, Columbia.",,,,,,,,
1830,,,,,,,,,July revolution,"The french revolution of 1830. It replaces king Charles 10th of Bourbon 
with Louis Philippe, duke the orleans. The revolution is calmed with aid
 of the Marquis de Lafayette, who thinks this is the best path to France
 becoming a republic. King Charles is consistently 12 hours late in this
 revolution, and the government is entirely incompetent in its response,
 having no army or police in place to deal with an uprising.",,,,,,,,
1838,,,,,,,,,Lin Zexu restricts opium trade,"A chinese minister seeks to reduce the problem of Opium trade in China, which is causing a lot of addiction problems amongst the populace. However the British have nothing else to sell to the Chinese that they want, thus they are very unhappy not to be able to sell Opium.",,,,,,china,,
1839,3,18,,1842,8,29,,,First Opium War,"19k+ British troops with the British East India Company take on 200k manchu bannerman, causing 369 casualties for the british and 19,000 killed and wounded for the Chinese. The cause for the opium wars is that the East India company wants to trade directly with Chinese merchants and not through the corrupt Kanto system. Tea tariffs are 1/6th of the British Crown income at this time, the chinese do not want any British goods except for Opium.",,,,,,china,,
1839,3,24,,,,,,,Lin Zexu dumps Opium,"Lin Zexu dumps 20,283 chests and 200 sacks of Opium or 1300 tons of Opium are destroyed. Some of the merchants are compensated but are forbidden from trading more opium, soon afterwards a skirmish at Kowloon between british merchants and chinese authorities cause an incident.",,,,,,china,,
1842,8,29,,,,,,,Chinese accept unequal treaty,"After the first opium war, the Chinese accept the first 'unequal treaty', which gives 5 new treaty ports and 21 million pounds to the British. No more tributary status trading but now on equal foot free-er trade.",,,,,,china,,
1845,,,,1852,,,,,Great Irish Potato Famine,,,,,,,,,
1850,12,1,,1864,8,1,,,Taiping Rebellion,Est 44. 20-30 million dead following new Jesus Christ,,,,,,China,,
1851,4,9,,,,,,,Colorado Settled,,,,,,,,,
1851,3,30,,,,,,,England has 21 million people,,,,,,,,,
1851,11,14,,,,,,,Moby Dick Published,,,,,,,,,
1851,12,2,,,,,,,French Second Republic forms,Universal Suffrage in France,,,,,,,,
1852,1,17,,,,,,,Transvaal recognized by British,,,,,,,,,
1852,2,11,,,,,,,First public toilet Women,"Bedford Street, London",,,,,,,,
1852,4,5,,1853,1,20,,,Second Anglo-Burmese War,,,,,,,,,
1852,11,11,,,,,,,Westminster reopened,,,,,,,,,
1852,11,23,,,,,,,First roadside mailboxes UK,,,,,,,,,
1852,,,,,,,,,Telegraph replaces Semaphore france,,,,,,,,,
1853,5,,,,,,,,First public aquarium in London,,,,,,,,,
1853,10,,,1856,3,,,,Crimean War,,,,,,,,,
1853,2,11,,,,,,,Major Streets lit by Coal Gas UK,,,,,,,,,
1853,2,17,,,,,,,Orange Free state recognized,Recognized as a state by the british empire.,,,,,,,,
1853,3,31,,,,,,,Japan open to English trade,,,,,,,,,
1853,5,30,,,,,,,Slavery illegal new North states,"Slavery outlawed by Kansas-Nebraska Act in states north of 36'30, or north of Missouri.",,,,,,,,
1853,8,31,,,,,,,Cholera outbreak tracked by John Snow to water pump,,,,,,,,,
1853,12,8,,,,,,,Virgin Mary conceived without original Sin,Pope declares dogma immaculate conception.,,,,,,,,
1854,1,27,,,,,,,Panama Railway opened,,,,,,,,,
1854,3,3,,,,,,,US Camel Corps funded,,,,,,,,,
1855,6,15,,,,,,,"Stamp duty removed, mass media UK starts",,,,,,,,,
1856,2,2,,,,,,,"Dallas, Texas incorporated",,,,,,,,,
1856,4,29,,,,,,,Atlantic  crossed in 9 days 16 hours,,,,,,,,,
1856,11,1,,1857,4,4,,,Anglo-Persian War,,,,,,,,,
1857,3,3,,1860,10,24,,,Second Opium War,,,,,,,,,
1857,3,6,,,,,,,Black people not citizens -Supreme Court,"In Dred Scott v Sandford, the supreme court decides blacks not citizens and can't sue for freedom.",,,,,,,,
1857,5,10,,,,,,,Indian Rebellion of 1857,100K to 10 million die,,,,,,,,
1857,10,24,,,,,,,First Football club founded,,,,,,,,,
1858,1,25,,,,,,,"""Wedding March"" first played",,,,,,,,,
1858,3,30,,,,,,,Eraser pencil patented,,,,,,,,,
1858,8,5,,,,,,,First transatlantic telegraph cables,,,,,,,,,
1858,11,17,,,,,,,"Denver, Colorado founded",,,,,,,,,
1859,4,25,,,,,,,Suez Canal started,,,,,,,,,
1859,5,30,,,,,,,Niagra Falls crossed on tightrope,,,,,,,,,
1859,6,11,,,,,,,Big Ben rings first time,,,,,,,,,
1859,8,28,,,,,,,Largest Solar Storm,"Northern lights in Cuba, no telegram communication",,,,,,,,
1859,11,24,,,,,,,Origin of Species,,,,,,,,,
1860,7,2,,,,,,,Vladivostok founded,,,,,,,,,
1860,11,6,,,,,,,Abraham Lincoln elected,First republic party president.,,,,,,,,
1861,,,,1865,,,,,American Civil War,,,,,,,,,
1861,1,,,,,,,,South secedes from Union,,,,,,,,,
1864,2,1,,1864,October,30,,,Second Schleswig War,"Prussia and Austria together beat on Denmark and get shared rule of Schleswig, Holstein and Lauenburg.",,,,,,,,
1865,April,14,,,,,,,Abraham Lincoln Assassinated,"John Wilkes Booth, a fairly famous actor, shoots and kills Abraham Lincoln",,,,,,,,
1866,June,14,,1866,July,26,,,Austro-Prussian War,"Prussia under bismark declares war on Austria, austensibly over administration of Schleswig-Holstein. It dismantled the German Confederation. Prussia quickly beat Austria due to more advanced industry and railways, and more disciplined and well planned troops. On the southern side, the kingdom of italy (or formerly kingdom of Sardinia-Piedmont) loses to Austria but gains the territory of Venice.",,,,,,,,
1867,March,30,,,,,,,Austria-Hungary formed,"Hungary gains independance in all but their shared sovereign, now equal partners under the habsburg monarchy with Austria.",,,,,,,,
1868,1,3,,,,,,,Meiji Restoration,The emporer Meiji of Japan is brought to power in Japan. He will oversee a period of great change in Japan.,,,,,,,,
1870,7,19,,1871,3,10,,,Franco-Prussian War,,,,,,,,,
1870,,,,1871,,,,,Great Persian Famine,"1.5 million or 25% of Iran region died.
",,,,,,,,
1870,September,19,,1871,January,28,,,Prussian Siege of Paris,"Germans do not want to storm the city because of all the forts, decide to siege Paris. Siege lasts for about 4 months. The Rich and middle class are reduced to eating rats. The lower classes cannot afford the rats. Artillery used on Paris. Total of around 24,000 soldiers dead and 47,000 civilians.",,,,,,,Franco-Prussian War,
1870,August,19,,1870,October,27,,,Siege of Metz,After defeat at Gravelotte a large part of the French army is encircled and besieged in Metz untill they surrender.,,,,,,,,
1870,August,18,,,,,,,Battle of Gravelotte,"The French attempt to retreat to the west, and are intercepted by the Germans. German forces totalling 250,000 decisively beat 112,800 French soldiers, trapping a large part of the French army in Metz.",,,,,,,,
1870,September,1,,,,,,,Battle of Sedan,"Louis Napoleon personally leads a force of the french army to break out the army besieged in Metz. Under leadership of Marshal MacMahon, the French are massively encircled around Sedan after losing the previous battle of Beaumont. Napoleon is captured and the war is for all intents over. The Second French Empire falls.",,,,,,,,
1870,July,,,,,,,,Capture of Rome,"While the French are busy fighting the Franco-Prussian war, French troops are pulled back from the occupation of Rome. Victor Emmanuel quickly seizes his chance to take rome, the pope refuses peacefull annexation and so the italian armies enter Rome, some fifty italians and 19 papal troops died.",,,,,,,,
1871,1,18,,,,,,,German Empire founded,"In Versailles, Wilhelm is declared Kaiser of the German Empire and the German Empire is recognised as part of the peace deal with the French.",,,,,,,,
1871,March,18,,1871,May,28,,,Paris Commune,"Under the flag of revolutionary socialism, an alliance of socialists and anarchists sieze control over Paris, supported by the french national guard. They mostly address social matters, and fail to deal with the Versailles government which is trying to seize control of paris back, instead the paris commune wants to make peace.",,,,,,,,
1871,May,21,,1871,May,28,,,Bloody week,"The paris commune is put to a violent end by the Versailles forces. No quarter is given to those defending neighbourhoods in the city. The city troops each attempt to defend their own neighbourhoods instead of making a united stand. In a last act, the paris commune burns down many buildings of the old nobility, such as the Hotel de Ville and the Tuileries Palace. Around 25,000 parisiens are killed. Paris was heavily depopulated in the aftermath.",,,,,,,,
1873,,,,,,,,,Around the world in 80 days,The book by Jules Verne is set in 1873,,,,,,,,
1877,,,,,,,,,Battle of Shiroyama,The last samurai and all that,,,,,,,,
1887,,,,,,,,,First Sherlock Holmes published,,,,,,,,,
1889,,,,,,,,,Meiji Constitution,"A formal empire of japan, a constitutional monarchy with an emporer with considerable power.",,,,,,,,
1894,7,25,,1895,4,17,,,Sino-japanese war,Japan takes control of Korea and Taiwan.,,,,,,,,
1898,4,25,,1898,8,12,,,Spanish American War,,,,,,,,,
1899,11,2,,1901,9,7,,,Boxer rebellion,,,,,,,,,
1904,2,8,,1905,9,5,,,Russo-Japanese war,"Decisive Japanese victory. Total of around 26,000 dead.",,,,,,,,
1912,,,,2016,,,,,People's republic of China,,,,,,,China,,
1914,1,1,,1918,6,2,,,First World War,,,,,,era,,,
1914,8,4,,,,,,,England wars Germany,,,,,,,,,
1914,August,7,,1914,September,6,,,Battle of the Frontiers,"The rubber hits the road moment for the French and German armies, as they clash near the French-German border. First the Germans pull back and advance further through Belgium, but then attack all along the front. Helmuth von Moltke leads the German forces. The Germans reach close to Paris, the French government evacuates Paris. French casualties around 300k, British at 30k (on an 80k army), with germans around 300k.",,,,,,,First World War,
1914,September,6,,1914,September,10,,,First Battle of the Marne,"The Germans are held and then driven back by the French and British forces, British had already planned a retreat across the channel. von Molkte the younger has a nervous breakdown.",,,,,,,First World War,
